,name,artist,release,peak,duration,SemiYearID,WeekID,QuarterID
320,coming out of the dark,gloria estefan,1991.0,1,19,1991.0,1991-01-26,1991.0
321,armageddon it,def leppard,1988.833333333333,3,18,1988.5,1988-11-19,1988.75
322,desire,u2,1988.75,3,17,1988.5,1988-10-01,1988.75
323,power of love/love power,luther vandross,1991.25,4,18,1991.0,1991-04-27,1991.25
324,run to you,bryan adams,1984.833333333333,6,19,1984.5,1984-11-03,1984.75
325,poison,alice cooper,1989.666666666667,7,19,1989.5,1989-09-23,1989.5
326,can't get it out of my head,electric light orchestra,1974.916666666667,9,16,1974.5,1974-12-21,1974.75
327,don't stand so close to me,the police,1981.083333333333,10,18,1981.0,1981-02-07,1981.0
328,star wars (main title),london symphony orchestra,1977.5,10,17,1977.0,1977-07-09,1977.5
329,"c u when u get there (from ""nothing to lose"")",coolio featuring 40 thevz,1997.5,12,20,1997.0,1997-07-05,1997.5
330,people are people,depeche mode,1985.333333333333,13,18,1985.0,1985-05-25,1985.25
331,s.o.s.,jonas brothers,2007.583333333333,17,21,2007.5,2007-08-25,2007.5
332,sidewalk talk,jellybean featuring catherine buchanan,1985.833333333333,18,18,1985.5,1985-11-16,1985.75
333,someone to hold,trey lorenz,1992.75,19,20,1992.5,1992-10-03,1992.75
334,centipede,rebbie jackson,1984.75,24,19,1984.5,1984-10-06,1984.75
335,stay,florida georgia line,2013.833333333333,28,20,2013.5,2013-11-02,2013.75
336,be happy,mary j. blige,1994.833333333333,29,20,1994.5,1994-11-05,1994.75
337,all about soul,billy joel,1993.833333333333,29,20,1993.5,1993-11-06,1993.75
338,stand beside me,jo dee messina,1998.916666666667,34,20,1998.5,1998-12-12,1998.75
339,sideways,dierks bentley,2009.25,35,20,2009.0,2009-04-18,2009.25
340,do you wanna get funky,c+c music factory,1994.5,40,20,1994.0,1994-07-30,1994.5
341,something's always wrong,toad the wet sprocket,1994.75,41,20,1994.5,1994-10-01,1994.75
342,about the money,t.i. featuring young thug,2014.583333333333,42,20,2014.5,2014-08-23,2014.5
343,poppin',chris brown featuring jay biz,2006.916666666667,42,20,2006.5,2006-12-16,2006.75
344,talladega,eric church,2014.833333333333,43,20,2014.5,2014-11-08,2014.75
345,slow and easy,zapp & roger,1993.75,43,20,1993.5,1993-10-30,1993.75
346,at the beginning,richard marx & donna lewis,1997.833333333333,45,20,1997.5,1997-11-08,1997.75
347,stolen dance,milky chance,2014.583333333333,39,25,2014.5,2014-08-09,2014.5
348,rockstar,nickelback,2006.75,6,49,2006.5,2006-10-14,2006.75
349,come wake me up,rascal flatts,2012.583333333333,52,20,2012.5,2012-08-11,2012.5
350,sunshine & whiskey,frankie ballard,2014.5,57,20,2014.0,2014-07-26,2014.5
351,50 ways to leave your lover,paul simon,1975.916666666667,1,17,1975.5,1975-12-20,1975.75
352,p.a.s.s.i.o.n.,rhythm syndicate,1991.416666666667,2,17,1991.0,1991-06-01,1991.25
353,change of heart,cyndi lauper,1986.833333333333,3,17,1986.5,1986-11-29,1986.75
354,summertime,d.j. jazzy jeff & the fresh prince,1991.416666666667,4,18,1991.0,1991-06-15,1991.25
355,summer,war,1976.5,7,16,1976.0,1976-07-10,1976.5
356,spies like us,paul mccartney,1985.833333333333,7,17,1985.5,1985-11-23,1985.75
357,shame,"evelyn ""champagne"" king",1978.416666666667,9,19,1978.0,1978-06-17,1978.25
358,all night long,faith evans featuring puff daddy,1999.083333333333,9,19,1999.0,1999-02-06,1999.0
359,24/7,kevon edmonds,1999.833333333333,10,20,1999.5,1999-11-06,1999.75
360,round and round,ratt,1984.416666666667,12,18,1984.0,1984-06-16,1984.25
361,(dance with the) guitar man,duane eddy and the rebelettes,1962.75,12,16,1962.5,1962-10-06,1962.75
362,don't say you don't remember,beverly bremers,1971.916666666667,15,16,1971.5,1971-12-18,1971.75
363,"she's a bad mama jama (she's built, she's stacked)",carl carlton,1981.583333333333,22,21,1981.5,1981-08-22,1981.5
364,brokenheartsville,joe nichols,2003.0,27,20,2003.0,2003-01-25,2003.0
365,some beach,blake shelton,2004.75,28,20,2004.5,2004-10-30,2004.75
366,come and get these memories,martha & the vandellas,1963.25,29,16,1963.0,1963-04-06,1963.25
367,setting the world on fire,kenny chesney featuring p!nk,2016.583333333333,29,20,2016.5,2016-08-20,2016.5
368,colder weather,zac brown band,2011.083333333333,29,20,2011.0,2011-02-05,2011.0
369,don't ya,brett eldredge,2013.416666666667,30,20,2013.0,2013-06-08,2013.25
370,roll with me,montgomery gentry,2008.666666666667,33,20,2008.5,2008-09-27,2008.5
371,all you need is love,the beatles,1967.5,1,11,1967.0,1967-07-22,1967.5
372,and when i die,"blood, sweat & tears",1969.75,2,13,1969.5,1969-10-18,1969.75
373,19th nervous breakdown,the rolling stones,1966.083333333333,2,10,1966.0,1966-02-26,1966.0
374,"sally, go 'round the roses",the jaynetts,1963.583333333333,2,12,1963.5,1963-08-31,1963.5
375,baby i'm - a want you,bread,1971.75,3,12,1971.5,1971-10-23,1971.75
376,cry me a river,justin timberlake,2002.916666666667,3,20,2002.5,2002-12-21,2002.75
377,secret agent man,johnny rivers,1966.166666666667,3,11,1966.0,1966-03-19,1966.0
378,stay,rihanna featuring mikky ekko,2013.083333333333,3,32,2013.0,2013-02-23,2013.0
379,secret,madonna,1994.75,3,22,1994.5,1994-10-08,1994.75
380,bits and pieces,the dave clark five,1964.25,4,11,1964.0,1964-04-04,1964.25
381,catch us if you can,the dave clark five,1965.583333333333,4,11,1965.5,1965-08-21,1965.5
382,that's life,frank sinatra,1966.833333333333,4,11,1966.5,1966-11-19,1966.75
383,deja vu,beyonce featuring jay z,2006.5,4,17,2006.0,2006-07-01,2006.5
384,a million to one,jimmy charles and the revelletts,1960.583333333333,5,15,1960.5,1960-08-20,1960.5
385,angel baby,rosie and the originals,1960.916666666667,5,13,1960.5,1960-12-10,1960.75
386,all i have to give,backstreet boys,1999.0,5,21,1999.0,1999-01-30,1999.0
387,sugar,flo rida featuring wynter,2009.25,5,18,2009.0,2009-04-04,2009.25
388,dj got us fallin' in love,usher featuring pitbull,2010.5,4,34,2010.0,2010-07-31,2010.5
389,a teenager in love,dion & the belmonts,1959.25,5,15,1959.0,1959-04-18,1959.25
390,speedy gonzales,pat boone,1962.416666666667,6,13,1962.0,1962-06-16,1962.25
391,the beat goes on,sonny & cher,1967.0,6,11,1967.0,1967-01-14,1967.0
392,"run away child, running wild",the temptations,1969.083333333333,6,12,1969.0,1969-02-15,1969.0
393,"(shake, shake, shake) shake your booty",kc and the sunshine band,1976.5,1,21,1976.0,1976-07-10,1976.5
394,sorry seems to be the hardest word,elton john,1976.833333333333,6,14,1976.5,1976-11-13,1976.75
395,out of touch,daryl hall john oates,1984.666666666667,1,23,1984.5,1984-09-29,1984.5
396,always on my mind,pet shop boys,1988.166666666667,4,15,1988.0,1988-03-26,1988.0
397,blowing kisses in the wind,paula abdul,1991.75,6,20,1991.5,1991-10-19,1991.75
398,diamonds and pearls,prince and the n.p.g.,1991.916666666667,3,21,1991.5,1991-12-07,1991.75
399,at your best (you are love),aaliyah,1994.666666666667,6,20,1994.5,1994-09-03,1994.5
400,tears on my pillow,little anthony and the imperials,1958.583333333333,4,19,1958.5,1958-08-09,1958.5
401,tallahassee lassie,freddy cannon,1959.333333333333,6,15,1959.0,1959-05-09,1959.25
402,don't hang up,the orlons,1962.75,4,15,1962.5,1962-10-13,1962.75
403,be true to your school,the beach boys,1963.833333333333,6,12,1963.5,1963-11-02,1963.75
404,(just like) romeo & juliet,the reflections,1964.25,6,12,1964.0,1964-04-11,1964.25
405,sock it to me-baby!,mitch ryder and the detroit wheels,1967.083333333333,6,11,1967.0,1967-02-04,1967.0
406,please love me forever,bobby vinton,1967.666666666667,6,13,1967.5,1967-09-30,1967.5
407,proud mary,ike & tina turner,1971.0,4,13,1971.0,1971-01-30,1971.0
408,bridge over troubled water/brand new me,aretha franklin,1971.25,6,12,1971.0,1971-04-17,1971.25
409,summer nights,john travolta & olivia newton-john & cast,1978.583333333333,5,16,1978.5,1978-08-05,1978.5
410,sultans of swing,dire straits,1979.083333333333,4,15,1979.0,1979-02-10,1979.0
411,crying,don mclean,1981.0,5,18,1981.0,1981-01-24,1981.0
412,rapture,blondie,1981.0,1,20,1981.0,1981-01-31,1981.0
413,angelia,richard marx,1989.75,4,17,1989.5,1989-10-07,1989.75
414,something to believe in,poison,1990.75,4,21,1990.5,1990-10-06,1990.75
415,candy rain,soul for real,1995.0,2,25,1995.0,1995-01-07,1995.0
416,clumsy,fergie,2007.75,5,25,2007.5,2007-10-27,2007.75
417,paparazzi,lady gaga,2009.666666666667,6,27,2009.5,2009-09-12,2009.5
418,baby (you've got what it takes),dinah washington & brook benton,1960.0,5,15,1960.0,1960-01-23,1960.0
419,crying in the rain,the everly brothers,1962.0,6,13,1962.0,1962-01-13,1962.0
420,shout! shout! (knock yourself out),ernie maresca,1962.166666666667,6,14,1962.0,1962-03-31,1962.0
421,the door is still open to my heart,dean martin,1964.666666666667,6,11,1964.5,1964-09-26,1964.5
422,stoned soul picnic,the 5th dimension,1968.416666666667,3,16,1968.0,1968-06-01,1968.25
423,the fool on the hill,sergio mendes & brasil '66,1968.583333333333,6,12,1968.5,1968-08-10,1968.5
424,"say, has anybody seen my sweet gypsy rose",dawn featuring tony orlando,1973.5,3,16,1973.0,1973-07-14,1973.5
425,private eyes,daryl hall john oates,1981.583333333333,1,23,1981.5,1981-08-29,1981.5
426,the heart of rock & roll,huey lewis & the news,1984.25,6,20,1984.0,1984-04-21,1984.25
427,stuck on you,lionel richie,1984.416666666667,3,19,1984.0,1984-06-23,1984.25
428,perfect world,huey lewis & the news,1988.5,3,15,1988.0,1988-07-16,1988.5
429,poison,bell biv devoe,1990.25,3,22,1990.0,1990-04-07,1990.25
430,all this time,sting,1991.0,5,15,1991.0,1991-01-19,1991.0
431,'03 bonnie & clyde,jay-z featuring beyonce knowles,2002.75,4,23,2002.5,2002-10-26,2002.75
432,behind these hazel eyes,kelly clarkson,2005.25,6,34,2005.0,2005-04-23,2005.25
433,alejandro,lady gaga,2010.25,5,23,2010.0,2010-04-17,2010.25
434,black widow,iggy azalea featuring rita ora,2014.5,3,30,2014.0,2014-07-19,2014.5
435,sailor (your home is the sea),lolita,1960.75,5,18,1960.5,1960-10-22,1960.75
436,out of limits,the marketts,1963.916666666667,3,14,1963.5,1963-12-07,1963.75
437,put a little love in your heart,jackie deshannon,1969.416666666667,4,14,1969.0,1969-06-28,1969.25
438,break up to make up,the stylistics,1973.083333333333,5,14,1973.0,1973-02-10,1973.0
439,dark lady,cher,1974.0,1,16,1974.0,1974-01-19,1974.0
440,"billy, don't be a hero",bo donaldson and the heywoods,1974.25,1,19,1974.0,1974-04-20,1974.25
441,call on me,chicago,1974.416666666667,6,15,1974.0,1974-06-22,1974.25
442,right back where we started from,maxine nightingale,1976.083333333333,2,20,1976.0,1976-02-14,1976.0
443,saving all my love for you,whitney houston,1985.583333333333,1,22,1985.5,1985-08-17,1985.5
444,cold hearted,paula abdul,1989.416666666667,1,21,1989.0,1989-06-24,1989.25
445,blue (da ba dee),eiffel 65,1999.916666666667,6,20,1999.5,1999-12-11,1999.75
446,but i do,clarence henry,1961.083333333333,4,16,1961.0,1961-02-18,1961.0
447,al di la',emilio pericoli,1962.333333333333,6,14,1962.0,1962-05-19,1962.25
448,"the ""in"" crowd",ramsey lewis trio,1965.5,5,16,1965.0,1965-07-31,1965.5
449,cloud nine,the temptations,1968.833333333333,6,12,1968.5,1968-11-16,1968.75
450,back stabbers,the o'jays,1972.5,3,15,1972.0,1972-07-22,1972.5
451,angie baby,helen reddy,1974.75,1,17,1974.5,1974-10-19,1974.75
452,best of my love,the emotions,1977.416666666667,1,23,1977.0,1977-06-11,1977.25
453,another brick in the wall (part ii),pink floyd,1980.0,1,25,1980.0,1980-01-19,1980.0
454,biggest part of me,ambrosia,1980.25,3,19,1980.0,1980-04-05,1980.25
455,back & forth,aaliyah,1994.25,5,24,1994.0,1994-04-30,1994.25
456,tell her no,the zombies,1965.0,6,11,1965.0,1965-01-09,1965.0
457,ride captain ride,blues image,1970.333333333333,4,15,1970.0,1970-05-09,1970.25
458,baby don't forget my number,milli vanilli,1989.25,1,21,1989.0,1989-04-29,1989.25
459,don't wanna fall in love,jane child,1990.083333333333,2,21,1990.0,1990-02-10,1990.0
460,ain't no sunshine,bill withers,1971.5,3,16,1971.0,1971-07-17,1971.5
461,ben,michael jackson,1972.583333333333,1,16,1972.5,1972-08-05,1972.5
462,"sittin' up in my room (from ""waiting to exhale"")",brandy,1995.916666666667,2,33,1995.5,1995-12-30,1995.75
463,since i fell for you,lenny welch,1963.75,4,16,1963.5,1963-10-26,1963.75
464,romantic,karyn white,1991.583333333333,1,20,1991.5,1991-08-17,1991.5
465,southern nights,glen campbell,1977.083333333333,1,21,1977.0,1977-02-12,1977.0
466,boogie oogie oogie,a taste of honey,1978.416666666667,1,23,1978.0,1978-06-24,1978.25
467,bag lady,erykah badu,2000.583333333333,6,20,2000.5,2000-08-19,2000.5
468,surrender,elvis presley with the jordanaires,1961.083333333333,1,12,1961.0,1961-02-18,1961.0
469,convoy,c.w. mccall,1975.916666666667,1,16,1975.5,1975-12-06,1975.75
470,barbara ann,the beach boys,1966.0,2,11,1966.0,1966-01-01,1966.0
471,rainy day women #12 & 35,bob dylan,1966.25,2,10,1966.0,1966-04-16,1966.25
472,puppy love,donny osmond,1972.083333333333,3,12,1972.0,1972-02-26,1972.0
473,4 minutes,madonna featuring justin timberlake & timbaland,2008.25,3,20,2008.0,2008-04-05,2008.25
474,beep beep,the playmates,1958.833333333333,4,15,1958.5,1958-11-01,1958.75
475,"ahab, the arab",ray stevens,1962.416666666667,5,11,1962.0,1962-06-30,1962.25
476,silhouettes,herman's hermits,1965.25,5,13,1965.0,1965-04-03,1965.25
477,a whiter shade of pale,procol harum,1967.416666666667,5,12,1967.0,1967-06-24,1967.25
478,so many ways,brook benton,1959.75,6,16,1959.5,1959-10-17,1959.75
479,beyond the sea,bobby darin,1960.0,6,14,1960.0,1960-01-16,1960.0
480,rubber ball,bobby vee,1960.833333333333,6,14,1960.5,1960-11-26,1960.75
481,doesn't somebody want to be wanted,the partridge family starring shirley jones featuring david cassidy,1971.083333333333,6,12,1971.0,1971-02-13,1971.0
482,smooth,santana featuring rob thomas,1999.5,1,58,1999.0,1999-07-31,1999.5
483,beautiful,christina aguilera,2002.833333333333,2,27,2002.5,2002-11-23,2002.75
484,come & get it,selena gomez,2013.25,6,22,2013.0,2013-04-27,2013.25
485,pretty little angel eyes,curtis lee,1961.5,7,11,1961.0,1961-07-01,1961.5
486,surfer girl,the beach boys,1963.583333333333,7,14,1963.5,1963-08-03,1963.5
487,all day and all of the night,the kinks,1964.916666666667,7,12,1964.5,1964-12-26,1964.75
488,cold sweat - part 1,james brown and the famous flames,1967.5,7,12,1967.0,1967-07-15,1967.5
489,(your love keeps lifting me) higher and higher,jackie wilson,1967.583333333333,6,12,1967.5,1967-08-12,1967.5
490,soul man,sam & dave,1967.666666666667,2,15,1967.5,1967-09-09,1967.5
491,"bend me, shape me",the american breed,1967.916666666667,5,14,1967.5,1967-12-02,1967.75
492,cowboys to girls,the intruders,1968.166666666667,6,14,1968.0,1968-03-23,1968.0
493,sweet cherry wine,tommy james and the shondells,1969.166666666667,7,10,1969.0,1969-03-22,1969.0
494,the letter,joe cocker with leon russell & the shelter people,1970.25,7,12,1970.0,1970-04-18,1970.25
495,patches,clarence carter,1970.5,4,14,1970.0,1970-07-18,1970.5
496,stoned love,the supremes,1970.833333333333,7,14,1970.5,1970-11-07,1970.75
497,peace train,cat stevens,1971.666666666667,7,12,1971.5,1971-09-25,1971.5
498,dirty laundry,don henley,1982.75,3,19,1982.5,1982-10-30,1982.75
499,play that funky music,vanilla ice,1990.916666666667,4,17,1990.5,1990-12-08,1990.75
500,damn i wish i was your lover,sophie b. hawkins,1992.25,5,21,1992.0,1992-04-18,1992.25
501,crush,jennifer paige,1998.5,3,25,1998.0,1998-07-04,1998.5
502,the game of love,santana featuring michelle branch,2002.75,5,37,2002.5,2002-10-05,2002.75
503,susie darlin',robin luke,1958.583333333333,5,17,1958.5,1958-08-09,1958.5
504,tell laura i love her,ray peterson,1960.416666666667,7,14,1960.0,1960-06-11,1960.25
505,the fly,chubby checker,1961.666666666667,7,13,1961.5,1961-09-23,1961.5
506,surfin' u.s.a.,the beach boys,1963.166666666667,3,25,1963.0,1963-03-23,1963.0
507,dang me,roger miller,1964.416666666667,7,11,1964.0,1964-06-13,1964.25
508,amen,the impressions,1964.833333333333,7,11,1964.5,1964-11-21,1964.75
509,shake,sam cooke,1965.0,7,11,1965.0,1965-01-09,1965.0
510,atlantis,donovan,1969.25,7,13,1969.0,1969-04-05,1969.25
511,beginnings/colour my world,chicago,1971.416666666667,7,13,1971.0,1971-06-26,1971.25
512,shop around,captain & tennille,1976.333333333333,4,16,1976.0,1976-05-01,1976.25
513,chuck e.'s in love,rickie lee jones,1979.25,4,15,1979.0,1979-04-28,1979.25
514,crimson and clover,joan jett & the blackhearts,1982.333333333333,7,15,1982.0,1982-05-01,1982.25
515,some like it hot,the power station,1985.166666666667,6,18,1985.0,1985-03-16,1985.0
516,out of the blue,debbie gibson,1988.0,3,17,1988.0,1988-01-30,1988.0
517,bootylicious,destiny's child,2001.416666666667,1,19,2001.0,2001-06-09,2001.25
518,disco inferno,50 cent,2004.916666666667,3,29,2004.5,2004-12-11,2004.75
519,soul survivor,young jeezy featuring akon,2005.666666666667,4,24,2005.5,2005-09-03,2005.5
520,check on it,beyonce featuring slim thug,2005.833333333333,1,28,2005.5,2005-11-19,2005.75
521,don't forget i still love you,bobbi martin,1964.833333333333,19,12,1964.5,1964-11-28,1964.75
522,bounce with me,lil bow wow featuring xscape,2000.583333333333,20,20,2000.5,2000-08-19,2000.5
523,the day the rains came,jane morgan,1958.666666666667,21,15,1958.5,1958-09-20,1958.5
524,suite: judy blue eyes,"crosby, stills & nash",1969.75,21,12,1969.5,1969-10-04,1969.75
525,question,the moody blues,1970.333333333333,21,12,1970.0,1970-05-02,1970.25
526,so this is love,the castells,1962.25,21,13,1962.0,1962-04-14,1962.25
527,the angels listened in,the crests,1959.583333333333,22,16,1959.5,1959-08-15,1959.5
528,beer for my horses,toby keith duet with willie nelson,2003.333333333333,22,20,2003.0,2003-05-03,2003.25
529,redneck woman,gretchen wilson,2004.25,22,20,2004.0,2004-04-10,2004.25
530,sunshine,dino,1989.666666666667,23,15,1989.5,1989-09-09,1989.5
531,rock and a hard place,the rolling stones,1989.833333333333,23,14,1989.5,1989-11-04,1989.75
532,black horse & the cherry tree,kt tunstall,2006.166666666667,20,30,2006.0,2006-03-25,2006.0
533,still not a player,big punisher featuring joe,1998.416666666667,24,23,1998.0,1998-06-13,1998.25
534,so sexy,twista featuring r. kelly,2004.416666666667,25,17,2004.0,2004-06-26,2004.25
535,cuddly toy (feel for me),roachford,1989.25,25,14,1989.0,1989-04-15,1989.25
536,do you,ne-yo,2007.416666666667,26,20,2007.0,2007-06-16,2007.25
537,classic man,jidenna featuring roman gianarthur,2015.333333333333,22,21,2015.0,2015-05-23,2015.25
538,smoke gets in your eyes,blue haze,1972.833333333333,27,14,1972.5,1972-11-11,1972.75
539,ride 'em cowboy,paul davis,1974.75,23,18,1974.5,1974-10-12,1974.75
540,she's not there,santana,1977.75,27,14,1977.5,1977-10-08,1977.75
541,power of love,laura branigan,1987.75,26,18,1987.5,1987-10-24,1987.75
542,sentimental,deborah cox,1995.666666666667,27,20,1995.5,1995-09-09,1995.5
543,cowboy take me away,dixie chicks,1999.833333333333,27,20,1999.5,1999-11-27,1999.75
544,party up (up in here),dmx,2000.083333333333,27,21,2000.0,2000-02-26,2000.0
545,angela jones,johnny ferguson,1960.083333333333,27,15,1960.0,1960-02-20,1960.0
546,open the door to your heart,darrell banks,1966.5,27,12,1966.0,1966-07-23,1966.5
547,slow ride,foghat,1975.916666666667,20,17,1975.5,1975-12-13,1975.75
548,please don't go girl,new kids on the block,1988.416666666667,10,28,1988.0,1988-06-25,1988.25
549,anything,3t,1995.75,15,33,1995.5,1995-10-07,1995.75
